%
% This is a file generated by the Open Source, Arc-Routing Library (OAR Lib).
% For more information on OAR Lib, or the format please visit: 
% https://github.com/Olibear/ArcRoutingLibrary 
%

================================
Format: OAR Lib
Graph Type:UNDIRECTED
Problem Type:TRUCK_AND_DRONE
Fleet Size (k):15
Number of Depots:SINGLE_DEPOT
Alpha:0.8
Drones Per Vehicle (l):3
Drone Flight Duration (t_drone):600
Truck Capacity (cap_truck):100
Depot ID(s) (d):211
N:400
M:546
================================

LINKS
Line Format:V1,V2,COST,REQUIRED
112,92,10,false
315,295,8,false
260,259,10,false
147,146,2,false
90,89,5,false
69,49,2,false
39,38,1,false
46,45,10,false
357,356,2,false
30,29,2,false
233,213,8,false
29,28,7,false
25,5,2,false
395,394,6,false
340,320,8,false
393,373,8,false
366,346,6,false
164,163,2,false
251,250,10,false
125,105,9,false
283,282,1,false
236,216,10,false
23,22,10,false
239,219,10,false
86,85,5,false
52,32,8,false
315,314,4,false
172,171,8,false
100,99,2,false
215,195,5,false
380,360,10,false
338,337,8,false
252,251,4,false
307,306,2,false
290,270,5,false
178,177,7,false
71,51,3,false
79,59,9,false
383,382,8,false
237,236,4,false
200,199,1,false
77,57,6,false
312,311,3,false
134,114,2,false
149,148,5,false
247,246,7,false
66,65,9,false
377,357,5,false
339,338,5,false
384,383,8,false
209,189,7,false
49,29,7,false
130,110,6,false
337,317,6,false
62,61,2,false
238,218,3,false
129,128,3,false
136,135,6,false
74,73,9,false
98,78,1,false
107,87,6,false
341,321,3,false
297,296,1,false
199,198,5,false
221,201,9,false
397,396,9,false
62,42,8,false
104,84,7,false
292,272,9,false
144,124,2,false
381,361,7,false
69,68,4,false
132,131,10,false
205,185,10,false
6,5,3,false
27,26,2,false
151,131,7,false
45,25,3,false
65,64,4,false
106,86,2,false
38,18,4,false
373,372,6,false
206,186,3,false
289,288,10,false
179,159,10,false
219,218,4,false
269,249,7,false
52,51,9,false
363,343,10,false
198,178,8,false
365,364,10,false
114,94,5,false
231,211,6,false
254,253,3,false
218,217,8,false
26,25,6,false
68,67,9,false
72,52,8,false
266,265,7,false
162,161,9,false
9,8,3,false
245,244,9,false
228,208,9,false
339,319,5,false
342,341,5,false
254,234,10,false
251,231,4,false
125,124,10,false
259,258,8,false
33,32,7,false
330,310,5,false
369,349,1,false
287,286,10,false
285,284,5,false
104,103,7,false
342,322,10,false
148,128,10,false
64,44,6,false
362,342,9,false
325,305,6,false
147,127,10,false
294,293,9,false
77,76,7,false
166,165,5,false
331,330,2,false
191,171,7,false
359,358,4,false
189,169,3,false
232,212,8,false
203,183,7,false
53,52,9,false
156,136,4,false
336,316,4,false
10,9,10,false
26,6,7,false
271,270,2,false
98,97,4,false
329,309,5,false
176,175,5,false
211,210,9,false
102,101,9,false
54,53,8,false
399,398,9,false
16,15,10,false
55,54,9,false
289,269,8,false
29,9,1,false
264,263,7,false
97,96,9,false
163,143,3,false
371,370,1,false
223,203,8,false
240,239,1,false
164,144,8,false
384,364,9,false
225,224,1,false
36,16,3,false
348,328,8,false
126,125,4,false
91,90,3,false
398,378,6,false
161,141,8,false
90,70,5,false
89,69,4,false
153,133,3,false
385,384,9,false
154,153,1,false
234,214,2,false
32,31,2,false
3,2,5,false
214,194,5,false
111,91,9,false
310,290,2,false
33,13,2,false
44,43,7,false
70,69,1,false
343,323,4,false
39,19,2,false
283,263,9,false
235,215,9,false
319,318,10,false
100,80,7,false
183,163,8,false
220,219,3,false
84,64,5,false
12,11,2,false
308,307,3,false
57,37,10,false
191,190,5,false
152,132,2,false
372,352,5,false
377,376,10,false
393,392,10,false
27,7,3,false
257,237,6,false
267,247,2,false
87,67,9,false
188,187,7,false
262,261,5,false
64,63,5,false
242,222,10,false
80,79,3,false
182,162,9,false
80,60,7,false
364,344,3,false
322,302,8,false
244,224,1,false
91,71,3,false
349,329,9,false
246,245,2,false
134,133,8,false
331,311,6,false
213,193,5,false
224,223,7,false
138,137,3,false
115,95,5,false
67,66,3,false
300,299,9,false
83,63,3,false
332,312,6,false
296,276,1,false
115,114,8,false
11,10,2,false
43,23,6,false
35,34,1,false
396,395,8,false
24,4,2,false
119,99,2,false
387,386,8,false
230,210,10,false
101,81,8,false
298,278,1,false
255,254,4,false
170,169,4,false
176,156,3,false
197,196,9,false
353,352,6,false
2,1,3,false
391,390,8,false
276,256,10,false
335,334,9,false
126,106,5,false
293,292,9,false
299,298,1,false
246,226,1,false
78,58,6,false
350,330,10,false
337,336,2,false
335,315,3,false
136,116,2,false
317,316,5,false
75,74,6,false
49,48,4,false
253,233,5,false
311,291,4,false
259,239,8,false
174,173,9,false
193,173,10,false
167,147,1,false
86,66,3,false
273,253,1,false
394,374,8,false
305,285,7,false
94,74,3,false
203,202,6,false
109,108,9,false
108,88,10,false
286,285,9,false
44,24,3,false
208,207,5,false
82,62,7,false
50,30,8,false
385,365,9,false
314,313,1,false
297,277,2,false
382,381,1,false
282,281,6,false
166,146,8,false
55,35,7,false
290,289,4,false
70,50,5,false
67,47,4,false
155,154,8,false
243,242,9,false
366,365,6,false
165,145,9,false
301,281,6,false
61,41,2,false
60,59,2,false
312,292,6,false
187,167,7,false
228,227,10,false
89,88,4,false
93,73,1,false
159,158,4,false
169,149,2,false
152,151,7,false
210,190,3,false
391,371,7,false
128,108,7,false
241,221,5,false
226,225,6,false
218,198,4,false
94,93,1,false
193,192,6,false
7,6,4,false
139,119,9,false
===========END LINKS============

VERTICES
Line Format:x,y
0.0,0.0
5.2631578947368425,0.0
10.526315789473685,0.0
15.789473684210527,0.0
21.05263157894737,0.0
26.315789473684212,0.0
31.578947368421055,0.0
36.8421052631579,0.0
42.10526315789474,0.0
47.36842105263158,0.0
52.631578947368425,0.0
57.89473684210527,0.0
63.15789473684211,0.0
68.42105263157896,0.0
73.6842105263158,0.0
78.94736842105263,0.0
84.21052631578948,0.0
89.47368421052633,0.0
94.73684210526316,0.0
100.0,0.0
0.0,5.2631578947368425
5.2631578947368425,5.2631578947368425
10.526315789473685,5.2631578947368425
15.789473684210527,5.2631578947368425
21.05263157894737,5.2631578947368425
26.315789473684212,5.2631578947368425
31.578947368421055,5.2631578947368425
36.8421052631579,5.2631578947368425
42.10526315789474,5.2631578947368425
47.36842105263158,5.2631578947368425
52.631578947368425,5.2631578947368425
57.89473684210527,5.2631578947368425
63.15789473684211,5.2631578947368425
68.42105263157896,5.2631578947368425
73.6842105263158,5.2631578947368425
78.94736842105263,5.2631578947368425
84.21052631578948,5.2631578947368425
89.47368421052633,5.2631578947368425
94.73684210526316,5.2631578947368425
100.0,5.2631578947368425
0.0,10.526315789473685
5.2631578947368425,10.526315789473685
10.526315789473685,10.526315789473685
15.789473684210527,10.526315789473685
21.05263157894737,10.526315789473685
26.315789473684212,10.526315789473685
31.578947368421055,10.526315789473685
36.8421052631579,10.526315789473685
42.10526315789474,10.526315789473685
47.36842105263158,10.526315789473685
52.631578947368425,10.526315789473685
57.89473684210527,10.526315789473685
63.15789473684211,10.526315789473685
68.42105263157896,10.526315789473685
73.6842105263158,10.526315789473685
78.94736842105263,10.526315789473685
84.21052631578948,10.526315789473685
89.47368421052633,10.526315789473685
94.73684210526316,10.526315789473685
100.0,10.526315789473685
0.0,15.789473684210527
5.2631578947368425,15.789473684210527
10.526315789473685,15.789473684210527
15.789473684210527,15.789473684210527
21.05263157894737,15.789473684210527
26.315789473684212,15.789473684210527
31.578947368421055,15.789473684210527
36.8421052631579,15.789473684210527
42.10526315789474,15.789473684210527
47.36842105263158,15.789473684210527
52.631578947368425,15.789473684210527
57.89473684210527,15.789473684210527
63.15789473684211,15.789473684210527
68.42105263157896,15.789473684210527
73.6842105263158,15.789473684210527
78.94736842105263,15.789473684210527
84.21052631578948,15.789473684210527
89.47368421052633,15.789473684210527
94.73684210526316,15.789473684210527
100.0,15.789473684210527
0.0,21.05263157894737
5.2631578947368425,21.05263157894737
10.526315789473685,21.05263157894737
15.789473684210527,21.05263157894737
21.05263157894737,21.05263157894737
26.315789473684212,21.05263157894737
31.578947368421055,21.05263157894737
36.8421052631579,21.05263157894737
42.10526315789474,21.05263157894737
47.36842105263158,21.05263157894737
52.631578947368425,21.05263157894737
57.89473684210527,21.05263157894737
63.15789473684211,21.05263157894737
68.42105263157896,21.05263157894737
73.6842105263158,21.05263157894737
78.94736842105263,21.05263157894737
84.21052631578948,21.05263157894737
89.47368421052633,21.05263157894737
94.73684210526316,21.05263157894737
100.0,21.05263157894737
0.0,26.315789473684212
5.2631578947368425,26.315789473684212
10.526315789473685,26.315789473684212
15.789473684210527,26.315789473684212
21.05263157894737,26.315789473684212
26.315789473684212,26.315789473684212
31.578947368421055,26.315789473684212
36.8421052631579,26.315789473684212
42.10526315789474,26.315789473684212
47.36842105263158,26.315789473684212
52.631578947368425,26.315789473684212
57.89473684210527,26.315789473684212
63.15789473684211,26.315789473684212
68.42105263157896,26.315789473684212
73.6842105263158,26.315789473684212
78.94736842105263,26.315789473684212
84.21052631578948,26.315789473684212
89.47368421052633,26.315789473684212
94.73684210526316,26.315789473684212
100.0,26.315789473684212
0.0,31.578947368421055
5.2631578947368425,31.578947368421055
10.526315789473685,31.578947368421055
15.789473684210527,31.578947368421055
21.05263157894737,31.578947368421055
26.315789473684212,31.578947368421055
31.578947368421055,31.578947368421055
36.8421052631579,31.578947368421055
42.10526315789474,31.578947368421055
47.36842105263158,31.578947368421055
52.631578947368425,31.578947368421055
57.89473684210527,31.578947368421055
63.15789473684211,31.578947368421055
68.42105263157896,31.578947368421055
73.6842105263158,31.578947368421055
78.94736842105263,31.578947368421055
84.21052631578948,31.578947368421055
89.47368421052633,31.578947368421055
94.73684210526316,31.578947368421055
100.0,31.578947368421055
0.0,36.8421052631579
5.2631578947368425,36.8421052631579
10.526315789473685,36.8421052631579
15.789473684210527,36.8421052631579
21.05263157894737,36.8421052631579
26.315789473684212,36.8421052631579
31.578947368421055,36.8421052631579
36.8421052631579,36.8421052631579
42.10526315789474,36.8421052631579
47.36842105263158,36.8421052631579
52.631578947368425,36.8421052631579
57.89473684210527,36.8421052631579
63.15789473684211,36.8421052631579
68.42105263157896,36.8421052631579
73.6842105263158,36.8421052631579
78.94736842105263,36.8421052631579
84.21052631578948,36.8421052631579
89.47368421052633,36.8421052631579
94.73684210526316,36.8421052631579
100.0,36.8421052631579
0.0,42.10526315789474
5.2631578947368425,42.10526315789474
10.526315789473685,42.10526315789474
15.789473684210527,42.10526315789474
21.05263157894737,42.10526315789474
26.315789473684212,42.10526315789474
31.578947368421055,42.10526315789474
36.8421052631579,42.10526315789474
42.10526315789474,42.10526315789474
47.36842105263158,42.10526315789474
52.631578947368425,42.10526315789474
57.89473684210527,42.10526315789474
63.15789473684211,42.10526315789474
68.42105263157896,42.10526315789474
73.6842105263158,42.10526315789474
78.94736842105263,42.10526315789474
84.21052631578948,42.10526315789474
89.47368421052633,42.10526315789474
94.73684210526316,42.10526315789474
100.0,42.10526315789474
0.0,47.36842105263158
5.2631578947368425,47.36842105263158
10.526315789473685,47.36842105263158
15.789473684210527,47.36842105263158
21.05263157894737,47.36842105263158
26.315789473684212,47.36842105263158
31.578947368421055,47.36842105263158
36.8421052631579,47.36842105263158
42.10526315789474,47.36842105263158
47.36842105263158,47.36842105263158
52.631578947368425,47.36842105263158
57.89473684210527,47.36842105263158
63.15789473684211,47.36842105263158
68.42105263157896,47.36842105263158
73.6842105263158,47.36842105263158
78.94736842105263,47.36842105263158
84.21052631578948,47.36842105263158
89.47368421052633,47.36842105263158
94.73684210526316,47.36842105263158
100.0,47.36842105263158
0.0,52.631578947368425
5.2631578947368425,52.631578947368425
10.526315789473685,52.631578947368425
15.789473684210527,52.631578947368425
21.05263157894737,52.631578947368425
26.315789473684212,52.631578947368425
31.578947368421055,52.631578947368425
36.8421052631579,52.631578947368425
42.10526315789474,52.631578947368425
47.36842105263158,52.631578947368425
52.631578947368425,52.631578947368425
57.89473684210527,52.631578947368425
63.15789473684211,52.631578947368425
68.42105263157896,52.631578947368425
73.6842105263158,52.631578947368425
78.94736842105263,52.631578947368425
84.21052631578948,52.631578947368425
89.47368421052633,52.631578947368425
94.73684210526316,52.631578947368425
100.0,52.631578947368425
0.0,57.89473684210527
5.2631578947368425,57.89473684210527
10.526315789473685,57.89473684210527
15.789473684210527,57.89473684210527
21.05263157894737,57.89473684210527
26.315789473684212,57.89473684210527
31.578947368421055,57.89473684210527
36.8421052631579,57.89473684210527
42.10526315789474,57.89473684210527
47.36842105263158,57.89473684210527
52.631578947368425,57.89473684210527
57.89473684210527,57.89473684210527
63.15789473684211,57.89473684210527
68.42105263157896,57.89473684210527
73.6842105263158,57.89473684210527
78.94736842105263,57.89473684210527
84.21052631578948,57.89473684210527
89.47368421052633,57.89473684210527
94.73684210526316,57.89473684210527
100.0,57.89473684210527
0.0,63.15789473684211
5.2631578947368425,63.15789473684211
10.526315789473685,63.15789473684211
15.789473684210527,63.15789473684211
21.05263157894737,63.15789473684211
26.315789473684212,63.15789473684211
31.578947368421055,63.15789473684211
36.8421052631579,63.15789473684211
42.10526315789474,63.15789473684211
47.36842105263158,63.15789473684211
52.631578947368425,63.15789473684211
57.89473684210527,63.15789473684211
63.15789473684211,63.15789473684211
68.42105263157896,63.15789473684211
73.6842105263158,63.15789473684211
78.94736842105263,63.15789473684211
84.21052631578948,63.15789473684211
89.47368421052633,63.15789473684211
94.73684210526316,63.15789473684211
100.0,63.15789473684211
0.0,68.42105263157896
5.2631578947368425,68.42105263157896
10.526315789473685,68.42105263157896
15.789473684210527,68.42105263157896
21.05263157894737,68.42105263157896
26.315789473684212,68.42105263157896
31.578947368421055,68.42105263157896
36.8421052631579,68.42105263157896
42.10526315789474,68.42105263157896
47.36842105263158,68.42105263157896
52.631578947368425,68.42105263157896
57.89473684210527,68.42105263157896
63.15789473684211,68.42105263157896
68.42105263157896,68.42105263157896
73.6842105263158,68.42105263157896
78.94736842105263,68.42105263157896
84.21052631578948,68.42105263157896
89.47368421052633,68.42105263157896
94.73684210526316,68.42105263157896
100.0,68.42105263157896
0.0,73.6842105263158
5.2631578947368425,73.6842105263158
10.526315789473685,73.6842105263158
15.789473684210527,73.6842105263158
21.05263157894737,73.6842105263158
26.315789473684212,73.6842105263158
31.578947368421055,73.6842105263158
36.8421052631579,73.6842105263158
42.10526315789474,73.6842105263158
47.36842105263158,73.6842105263158
52.631578947368425,73.6842105263158
57.89473684210527,73.6842105263158
63.15789473684211,73.6842105263158
68.42105263157896,73.6842105263158
73.6842105263158,73.6842105263158
78.94736842105263,73.6842105263158
84.21052631578948,73.6842105263158
89.47368421052633,73.6842105263158
94.73684210526316,73.6842105263158
100.0,73.6842105263158
0.0,78.94736842105263
5.2631578947368425,78.94736842105263
10.526315789473685,78.94736842105263
15.789473684210527,78.94736842105263
21.05263157894737,78.94736842105263
26.315789473684212,78.94736842105263
31.578947368421055,78.94736842105263
36.8421052631579,78.94736842105263
42.10526315789474,78.94736842105263
47.36842105263158,78.94736842105263
52.631578947368425,78.94736842105263
57.89473684210527,78.94736842105263
63.15789473684211,78.94736842105263
68.42105263157896,78.94736842105263
73.6842105263158,78.94736842105263
78.94736842105263,78.94736842105263
84.21052631578948,78.94736842105263
89.47368421052633,78.94736842105263
94.73684210526316,78.94736842105263
100.0,78.94736842105263
0.0,84.21052631578948
5.2631578947368425,84.21052631578948
10.526315789473685,84.21052631578948
15.789473684210527,84.21052631578948
21.05263157894737,84.21052631578948
26.315789473684212,84.21052631578948
31.578947368421055,84.21052631578948
36.8421052631579,84.21052631578948
42.10526315789474,84.21052631578948
47.36842105263158,84.21052631578948
52.631578947368425,84.21052631578948
57.89473684210527,84.21052631578948
63.15789473684211,84.21052631578948
68.42105263157896,84.21052631578948
73.6842105263158,84.21052631578948
78.94736842105263,84.21052631578948
84.21052631578948,84.21052631578948
89.47368421052633,84.21052631578948
94.73684210526316,84.21052631578948
100.0,84.21052631578948
0.0,89.47368421052633
5.2631578947368425,89.47368421052633
10.526315789473685,89.47368421052633
15.789473684210527,89.47368421052633
21.05263157894737,89.47368421052633
26.315789473684212,89.47368421052633
31.578947368421055,89.47368421052633
36.8421052631579,89.47368421052633
42.10526315789474,89.47368421052633
47.36842105263158,89.47368421052633
52.631578947368425,89.47368421052633
57.89473684210527,89.47368421052633
63.15789473684211,89.47368421052633
68.42105263157896,89.47368421052633
73.6842105263158,89.47368421052633
78.94736842105263,89.47368421052633
84.21052631578948,89.47368421052633
89.47368421052633,89.47368421052633
94.73684210526316,89.47368421052633
100.0,89.47368421052633
0.0,94.73684210526316
5.2631578947368425,94.73684210526316
10.526315789473685,94.73684210526316
15.789473684210527,94.73684210526316
21.05263157894737,94.73684210526316
26.315789473684212,94.73684210526316
31.578947368421055,94.73684210526316
36.8421052631579,94.73684210526316
42.10526315789474,94.73684210526316
47.36842105263158,94.73684210526316
52.631578947368425,94.73684210526316
57.89473684210527,94.73684210526316
63.15789473684211,94.73684210526316
68.42105263157896,94.73684210526316
73.6842105263158,94.73684210526316
78.94736842105263,94.73684210526316
84.21052631578948,94.73684210526316
89.47368421052633,94.73684210526316
94.73684210526316,94.73684210526316
100.0,94.73684210526316
0.0,100.0
5.2631578947368425,100.0
10.526315789473685,100.0
15.789473684210527,100.0
21.05263157894737,100.0
26.315789473684212,100.0
31.578947368421055,100.0
36.8421052631579,100.0
42.10526315789474,100.0
47.36842105263158,100.0
52.631578947368425,100.0
57.89473684210527,100.0
63.15789473684211,100.0
68.42105263157896,100.0
73.6842105263158,100.0
78.94736842105263,100.0
84.21052631578948,100.0
89.47368421052633,100.0
94.73684210526316,100.0
100.0,100.0
===========END VERTICES============
