%
% This is a file generated by the Open Source, Arc-Routing Library (OAR Lib).
% For more information on OAR Lib, or the format please visit: 
% https://github.com/Olibear/ArcRoutingLibrary 
%

================================
Format: OAR Lib
Graph Type:UNDIRECTED
Problem Type:TRUCK_AND_DRONE
Fleet Size (k):15
Number of Depots:SINGLE_DEPOT
Alpha:0.8
Drones Per Vehicle (l):3
Drone Flight Duration (t_drone):600
Truck Capacity (cap_truck):100
Depot ID(s) (d):605
N:1310
M:1540
================================

LINKS
Line Format:V1,V2,COST,REQUIRED
541,425,10,false
1220,1222,3,false
1212,49,4,false
428,5,10,false
1200,1199,4,false
407,900,4,false
106,137,3,false
316,445,96,false
619,1056,11,false
239,1050,10,false
1209,387,2,false
1298,703,42,false
279,281,100,false
420,5,7,false
740,609,3,false
1099,782,33,false
339,340,7,false
1292,228,8,false
899,1170,13,false
726,735,90,false
785,169,74,false
1234,1233,2,false
1261,440,3,false
861,873,99,false
117,118,4,false
4,407,10,false
711,1097,6,false
434,437,21,false
620,179,7,false
1201,309,3,false
523,917,14,false
1021,1022,12,false
317,986,4,false
176,666,3,false
193,517,7,false
297,298,38,false
1033,129,3,false
1156,1155,5,false
533,857,39,false
898,1179,13,false
1059,776,7,false
722,672,6,false
1173,543,38,false
1184,1310,50,false
747,37,2,false
517,1149,5,false
1032,130,3,false
246,896,8,false
230,231,15,false
352,360,7,false
834,731,42,false
937,777,5,false
141,140,11,false
924,1280,12,false
58,53,17,false
630,985,3,false
84,1168,16,false
1149,1150,40,false
144,143,20,false
227,226,6,false
242,1248,9,false
737,1048,49,false
554,839,22,false
1159,733,36,false
540,1288,10,false
1214,860,73,false
47,846,6,false
461,562,3,false
450,383,7,false
1063,275,7,false
439,361,146,false
1008,1178,11,false
82,78,14,false
1153,1152,3,false
142,141,17,false
723,394,102,false
180,1100,2,false
448,345,76,false
146,125,39,false
245,605,41,false
323,908,5,false
986,349,61,false
836,1164,10,false
331,332,7,false
1123,1124,3,false
1202,1203,11,false
538,35,2,false
1053,294,45,false
489,86,4,false
938,643,15,false
781,400,11,false
623,263,14,false
375,368,4,false
22,1278,8,false
927,373,3,false
100,94,35,false
566,567,3,false
1223,1221,23,false
137,138,9,false
182,183,5,false
817,752,48,false
1088,1087,3,false
510,395,6,false
918,21,20,false
1174,496,2,false
15,25,16,false
1180,897,54,false
320,185,9,false
507,6,20,false
127,1043,3,false
1015,66,54,false
1062,354,8,false
293,261,8,false
1197,1203,31,false
216,672,2,false
635,36,34,false
473,626,48,false
900,1157,63,false
77,78,19,false
923,952,12,false
1126,251,3,false
896,1267,51,false
98,631,14,false
28,748,21,false
239,481,2,false
19,1052,25,false
1281,54,13,false
378,379,7,false
352,377,145,false
1109,1012,14,false
1240,1241,37,false
1064,633,2,false
616,426,6,false
321,188,3,false
222,223,6,false
258,1098,3,false
1130,293,21,false
307,957,22,false
907,446,3,false
97,98,71,false
1117,292,32,false
286,261,5,false
1177,283,3,false
260,259,4,false
1190,1191,3,false
1268,1269,2,false
779,47,4,false
274,734,22,false
62,63,9,false
135,136,17,false
701,700,10,false
849,433,12,false
572,397,126,false
1016,841,5,false
350,245,147,false
176,650,22,false
318,988,7,false
1012,1011,44,false
367,375,17,false
1276,187,6,false
84,173,8,false
875,528,6,false
762,763,11,false
547,548,3,false
1112,783,13,false
207,237,3,false
930,932,10,false
1018,1017,6,false
850,869,6,false
692,477,9,false
1244,695,19,false
2,416,6,false
803,804,20,false
381,1228,15,false
285,392,66,false
336,989,4,false
972,962,8,false
678,266,44,false
92,100,4,false
191,707,9,false
71,1079,31,false
996,148,15,false
942,924,6,false
965,65,8,false
136,145,11,false
1134,1127,2,false
710,1001,7,false
954,941,10,false
395,195,6,false
953,950,8,false
1031,13,81,false
1053,497,9,false
577,576,4,false
639,952,10,false
1055,149,8,false
260,1088,12,false
1253,351,113,false
157,471,4,false
557,556,33,false
22,1279,49,false
703,886,8,false
1154,803,19,false
1114,28,8,false
177,259,7,false
55,955,9,false
366,775,34,false
558,1162,14,false
418,1285,3,false
360,1307,5,false
591,273,19,false
661,230,4,false
104,100,8,false
851,876,6,false
440,10,7,false
1205,306,4,false
603,602,6,false
222,1046,18,false
718,719,14,false
468,470,3,false
238,1072,5,false
163,840,6,false
409,412,7,false
453,211,8,false
498,7,3,false
190,417,9,false
642,590,10,false
1224,1227,18,false
1210,76,19,false
704,981,20,false
1260,384,4,false
880,523,54,false
330,331,6,false
145,144,29,false
793,798,25,false
452,987,41,false
647,929,4,false
719,521,17,false
728,508,60,false
654,653,6,false
643,921,14,false
1265,1264,7,false
1036,1034,4,false
234,1193,5,false
651,660,15,false
590,55,11,false
506,423,2,false
834,1163,5,false
976,513,2,false
1083,353,15,false
485,730,36,false
958,960,5,false
433,432,11,false
1013,555,6,false
649,216,51,false
476,1291,71,false
941,646,11,false
420,566,5,false
515,194,6,false
548,462,1,false
103,88,11,false
261,260,7,false
925,58,28,false
395,571,93,false
822,820,121,false
1086,1085,8,false
1157,1156,8,false
213,1246,5,false
161,875,5,false
178,814,24,false
967,973,2,false
74,697,15,false
885,858,2,false
456,390,2,false
826,828,16,false
828,827,15,false
769,772,16,false
1006,153,14,false
740,257,27,false
653,173,92,false
379,450,158,false
1129,1128,15,false
738,784,33,false
1080,1212,42,false
245,227,7,false
648,693,15,false
1242,220,4,false
30,165,6,false
778,614,4,false
215,826,2,false
154,155,18,false
312,363,7,false
1259,1260,3,false
638,495,4,false
478,479,39,false
687,1281,14,false
838,1050,3,false
1131,1130,31,false
277,806,8,false
734,640,52,false
1282,832,67,false
266,1268,34,false
1287,562,8,false
374,367,18,false
567,419,3,false
180,616,14,false
792,459,24,false
607,1283,10,false
810,276,29,false
333,449,51,false
761,762,11,false
802,800,5,false
1216,878,5,false
1294,1295,42,false
640,641,13,false
856,531,45,false
663,664,6,false
302,336,144,false
368,369,6,false
1108,1107,22,false
81,82,30,false
512,406,2,false
829,591,17,false
114,115,9,false
281,280,6,false
119,80,6,false
754,818,286,false
771,759,80,false
1167,1166,6,false
568,570,145,false
1034,1004,3,false
881,850,99,false
363,1061,8,false
228,721,7,false
86,460,3,false
241,1030,8,false
656,662,1,false
1073,212,2,false
343,338,63,false
1128,11,26,false
955,586,30,false
150,617,14,false
388,249,7,false
756,755,35,false
8,150,12,false
697,1103,2,false
890,889,21,false
931,62,6,false
250,959,3,false
303,1236,140,false
208,242,40,false
261,1054,9,false
79,120,7,false
526,859,36,false
245,246,7,false
101,96,22,false
686,685,16,false
685,642,6,false
1285,1007,5,false
1122,1136,2,false
480,213,2,false
162,815,10,false
818,819,24,false
837,835,7,false
594,83,6,false
442,1232,25,false
997,64,6,false
672,721,5,false
312,693,42,false
351,353,7,false
638,1093,49,false
676,1266,10,false
524,862,28,false
693,1309,1,false
294,1097,4,false
259,289,89,false
147,468,2,false
708,1201,35,false
258,634,80,false
392,286,28,false
751,159,13,false
589,586,7,false
490,163,2,false
130,1033,4,false
731,238,20,false
1105,436,6,false
423,3,8,false
178,175,7,false
1182,364,40,false
893,1008,33,false
289,288,6,false
403,312,101,false
396,572,7,false
280,1111,10,false
823,41,13,false
500,277,1,false
220,1047,5,false
160,162,58,false
1007,1006,57,false
455,1073,20,false
953,403,12,false
601,54,17,false
165,1066,4,false
550,694,20,false
574,569,7,false
969,963,2,false
314,221,87,false
999,491,3,false
244,1293,2,false
316,323,7,false
809,812,49,false
1093,1092,3,false
1188,1256,51,false
840,555,36,false
540,547,4,false
874,870,4,false
1288,45,5,false
53,939,13,false
922,589,18,false
485,483,2,false
982,514,6,false
475,473,10,false
463,311,6,false
1050,689,5,false
724,1184,2,false
863,915,5,false
990,341,3,false
706,199,7,false
1142,1143,7,false
128,1005,4,false
811,810,8,false
359,358,8,false
1011,527,10,false
443,302,69,false
571,396,6,false
1138,1126,3,false
1150,725,2,false
483,239,2,false
1296,1297,29,false
149,9,7,false
679,1264,12,false
1267,895,25,false
935,404,18,false
386,359,11,false
752,753,20,false
1306,1271,10,false
235,838,8,false
724,684,7,false
254,305,6,false
751,654,22,false
496,182,4,false
350,354,6,false
634,291,14,false
1295,217,10,false
348,1235,3,false
1197,1196,7,false
300,299,7,false
109,110,22,false
820,818,25,false
859,884,2,false
69,1025,5,false
287,1175,4,false
433,947,14,false
338,339,6,false
202,405,7,false
593,883,46,false
1213,1125,22,false
126,1290,6,false
805,534,20,false
992,1234,25,false
1017,1016,2,false
1056,181,10,false
799,795,6,false
195,4,8,false
399,570,6,false
658,659,15,false
1095,1094,9,false
1179,204,3,false
791,458,23,false
210,93,5,false
539,956,8,false
488,168,2,false
361,362,6,false
648,920,23,false
673,161,31,false
438,516,125,false
889,830,12,false
254,256,7,false
13,1029,15,false
1302,1303,6,false
1027,1026,10,false
627,15,3,false
873,533,67,false
183,47,12,false
786,96,13,false
979,304,41,false
380,352,6,false
949,923,11,false
815,885,2,false
309,418,7,false
323,302,7,false
750,1153,12,false
872,853,74,false
232,472,4,false
563,427,9,false
748,749,35,false
1228,583,89,false
233,882,61,false
891,1308,8,false
23,948,14,false
391,241,33,false
266,270,7,false
217,1296,4,false
662,663,10,false
168,673,4,false
535,811,10,false
397,402,91,false
273,275,7,false
952,954,8,false
544,44,11,false
943,1076,4,false
1063,272,7,false
1067,30,33,false
288,158,4,false
671,216,7,false
780,629,15,false
345,1255,31,false
24,935,6,false
31,1301,29,false
432,1053,9,false
268,269,7,false
334,333,7,false
790,106,22,false
841,842,2,false
105,106,15,false
877,975,28,false
940,766,7,false
315,1239,40,false
674,741,18,false
277,505,2,false
571,579,146,false
1066,74,5,false
374,365,9,false
1246,16,67,false
295,328,7,false
108,109,4,false
1297,690,15,false
57,949,16,false
1160,899,15,false
1030,240,6,false
1141,1142,31,false
1289,651,12,false
1263,1262,5,false
1211,27,50,false
383,451,7,false
665,666,3,false
1091,891,12,false
364,350,92,false
611,1174,7,false
175,638,56,false
1284,195,81,false
158,667,3,false
302,303,7,false
518,200,7,false
371,376,4,false
389,388,19,false
572,574,6,false
384,439,7,false
845,560,16,false
121,122,7,false
492,262,4,false
42,823,11,false
782,1117,13,false
636,635,49,false
613,612,10,false
171,595,13,false
50,661,12,false
962,971,9,false
265,1108,2,false
1202,1204,21,false
434,435,24,false
196,893,19,false
100,101,39,false
854,526,32,false
4,202,9,false
1054,1094,20,false
637,550,10,false
1171,1055,9,false
1169,597,8,false
528,530,2,false
1256,1189,3,false
440,377,7,false
1094,1113,6,false
497,951,3,false
248,1041,3,false
9,1173,32,false
1024,972,1,false
159,168,12,false
1273,888,8,false
684,829,12,false
652,229,4,false
1253,1252,3,false
253,254,60,false
35,393,24,false
671,668,2,false
219,316,89,false
908,907,89,false
430,431,13,false
868,1014,9,false
63,646,21,false
700,69,9,false
537,33,2,false
774,623,6,false
1135,1122,2,false
1047,222,8,false
227,17,5,false
878,524,46,false
551,833,15,false
927,724,7,false
378,1187,3,false
435,256,11,false
695,553,17,false
970,1018,5,false
993,223,14,false
427,424,3,false
768,769,20,false
789,788,5,false
462,546,9,false
3,196,8,false
328,329,7,false
882,105,2,false
278,808,39,false
194,1002,1,false
555,554,37,false
422,196,8,false
477,234,8,false
321,1244,6,false
291,742,14,false
372,373,14,false
1300,1299,5,false
10,378,8,false
765,770,13,false
214,209,54,false
407,511,2,false
1111,1115,21,false
12,494,9,false
419,728,47,false
634,610,4,false
739,265,26,false
465,466,2,false
894,1180,28,false
757,756,33,false
1125,1133,4,false
844,843,2,false
735,980,15,false
181,1171,5,false
385,992,3,false
275,894,15,false
786,787,27,false
1252,1251,17,false
980,515,5,false
1029,958,4,false
1010,164,4,false
871,861,6,false
1176,284,2,false
21,322,2,false
857,1214,1,false
696,794,10,false
398,977,4,false
604,605,11,false
1070,1069,44,false
808,189,52,false
242,1033,12,false
93,94,15,false
1005,127,4,false
95,99,14,false
816,206,48,false
97,102,18,false
347,1253,33,false
342,336,5,false
882,1074,21,false
981,1116,5,false
1102,1065,20,false
189,180,6,false
467,147,2,false
573,571,6,false
1200,1202,27,false
909,227,8,false
858,856,10,false
54,1280,19,false
1014,67,20,false
68,702,17,false
313,988,61,false
948,63,18,false
652,1289,6,false
219,220,7,false
641,946,8,false
1258,1259,3,false
217,218,5,false
275,268,7,false
482,477,3,false
1170,423,27,false
984,203,4,false
1146,1286,6,false
1140,1141,34,false
341,342,5,false
1235,20,15,false
901,902,18,false
1249,934,4,false
413,961,5,false
73,42,4,false
776,1183,32,false
623,624,4,false
570,398,93,false
628,780,22,false
1264,267,35,false
934,1292,25,false
928,682,14,false
172,171,10,false
246,722,4,false
753,758,28,false
1193,1192,27,false
1301,1068,1,false
143,142,17,false
1203,1302,3,false
960,250,40,false
479,1247,20,false
570,573,7,false
519,438,158,false
806,809,18,false
315,1238,5,false
353,350,8,false
272,890,3,false
44,545,5,false
1163,1164,3,false
375,376,19,false
698,300,27,false
204,274,8,false
166,31,9,false
304,706,55,false
110,111,18,false
139,138,11,false
380,1273,3,false
860,858,65,false
438,384,7,false
205,391,21,false
206,234,12,false
545,498,14,false
370,371,6,false
32,166,7,false
459,592,6,false
1236,342,4,false
972,968,1,false
644,56,21,false
1164,487,2,false
783,1113,36,false
814,813,5,false
133,134,50,false
1048,1249,4,false
682,683,13,false
784,225,19,false
39,1020,8,false
49,50,3,false
528,529,5,false
446,1049,10,false
772,771,11,false
639,645,6,false
959,1209,6,false
1194,308,4,false
902,428,4,false
559,561,10,false
1009,1282,2,false
215,214,3,false
565,429,6,false
259,680,6,false
1275,186,5,false
625,457,7,false
232,593,7,false
1218,1104,1,false
587,56,28,false
1148,40,20,false
236,834,14,false
421,568,3,false
408,1206,2,false
1241,1242,4,false
1237,314,2,false
429,278,91,false
522,2,6,false
720,279,90,false
17,246,7,false
988,1237,2,false
148,625,58,false
545,499,3,false
1225,1300,9,false
1045,315,9,false
271,272,7,false
34,746,2,false
1229,296,4,false
376,372,21,false
441,1186,4,false
115,116,10,false
1233,1232,4,false
520,864,15,false
340,990,62,false
597,84,7,false
1183,365,2,false
1107,1009,3,false
1190,1213,2,false
994,222,5,false
944,767,8,false
585,586,11,false
642,938,12,false
508,430,20,false
129,1035,3,false
1247,837,3,false
239,838,10,false
25,75,27,false
977,1156,67,false
838,476,8,false
903,904,44,false
998,490,1,false
1178,901,7,false
340,349,145,false
961,539,4,false
1079,1028,60,false
667,653,4,false
536,720,8,false
108,107,5,false
1136,1121,2,false
418,419,6,false
66,71,5,false
668,722,2,false
1280,22,10,false
1162,836,5,false
494,694,12,false
491,995,1,false
87,97,15,false
686,603,15,false
641,57,43,false
355,313,8,false
744,743,37,false
1255,379,61,false
736,715,40,false
797,1152,3,false
357,343,7,false
1144,1145,18,false
247,146,2,false
549,319,7,false
57,23,14,false
36,745,2,false
235,1073,6,false
338,344,7,false
188,1276,5,false
1023,1021,9,false
599,600,9,false
1172,542,2,false
1124,1138,4,false
562,563,1,false
1137,1123,3,false
794,796,8,false
274,506,8,false
29,1108,3,false
1207,627,48,false
257,258,7,false
729,636,5,false
741,675,12,false
424,429,3,false
1254,723,12,false
284,999,1,false
1231,1229,85,false
226,228,6,false
766,944,7,false
363,364,7,false
915,538,3,false
870,854,5,false
51,1075,42,false
1019,38,7,false
404,928,14,false
622,257,12,false
445,447,25,false
1186,1304,97,false
629,580,48,false
200,520,8,false
1054,174,9,false
324,327,95,false
113,112,9,false
1127,1135,2,false
1116,192,5,false
365,1182,3,false
273,686,4,false
178,495,62,false
1143,1144,25,false
423,504,2,false
853,532,67,false
1277,641,22,false
1248,835,13,false
1074,476,4,false
1061,360,6,false
46,671,2,false
1217,1216,2,false
543,1077,4,false
1120,1119,3,false
167,537,6,false
530,868,2,false
1084,428,1,false
===========END LINKS============

VERTICES
Line Format:x,y
24.9370245,60.1643249
24.9300494,60.1620256
24.9416784,60.1659489
24.9393442,60.1651349
24.9427712,60.1651512
24.944138,60.1641756
24.943985,60.1655427
24.943886,60.1662709
24.9435603,60.1662282
24.9355842,60.1653511
24.9424996,60.1670646
24.9426776,60.1670714
24.9351207,60.1701628
24.9351607,60.1690196
24.9430261,60.1697713
24.9372786,60.1694157
24.9391911,60.1677377
24.939913,60.1692779
24.9443084,60.1671123
24.934851,60.1662352
24.95081,60.1690944
24.9409693,60.1660024
24.9396084,60.1659948
24.9384224,60.1661228
24.9430294,60.1696314
24.9454209,60.1689616
24.9430953,60.1688981
24.9430984,60.1687511
24.9432029,60.167749
24.9456726,60.1688173
24.9473127,60.1688588
24.9475754,60.168864
24.9492118,60.1689068
24.9494613,60.1689075
24.9508126,60.1689457
24.9491843,60.1690547
24.9494567,60.1690604
