%
% This is a file generated by the Open Source, Arc-Routing Library (OAR Lib).
% For more information on OAR Lib, or the format please visit: 
% https://github.com/Olibear/ArcRoutingLibrary 
%

================================
Format: OAR Lib
Graph Type:UNDIRECTED
Problem Type:TRUCK_AND_DRONE
Fleet Size (k):10
Number of Depots:SINGLE_DEPOT
Alpha:1.0
Drones Per Vehicle (l):2
Drone Flight Duration (t_drone):1000
Truck Capacity (cap_truck):100
Depot ID(s) (d):542
N:721
M:858
================================

LINKS
Line Format:V1,V2,COST,REQUIRED
57,508,54,false
613,536,11,false
312,612,25,false
206,688,138,false
210,211,87,false
174,173,45,false
444,439,32,false
293,291,85,false
63,64,33,false
579,524,10,false
631,573,16,false
102,186,67,false
574,517,5,false
161,29,147,false
274,307,53,false
69,70,69,false
160,571,38,false
453,582,8,false
622,644,5,false
410,5,15,false
250,136,35,false
200,227,145,false
1,184,35,false
42,689,12,false
21,625,19,false
344,357,19,false
497,541,39,false
422,340,10,false
252,275,147,false
616,606,4,false
346,329,32,false
72,397,53,false
644,687,7,false
60,61,57,false
273,560,54,false
466,467,15,false
688,482,43,false
583,584,4,false
271,272,16,false
203,315,139,false
298,52,25,false
18,411,22,false
47,48,146,false
110,109,73,false
480,465,6,false
230,231,32,false
85,455,57,false
623,147,14,false
146,49,94,false
148,565,73,false
59,699,73,false
555,71,2,false
97,98,75,false
237,238,147,false
718,719,2,false
350,320,21,false
140,139,147,false
658,511,37,false
607,589,22,false
152,151,147,false
91,92,98,false
134,61,52,false
133,695,79,false
13,406,13,false
502,457,14,false
275,223,72,false
197,691,12,false
529,535,5,false
407,2,26,false
620,619,16,false
90,91,204,false
484,461,18,false
61,65,55,false
374,377,68,false
253,683,42,false
300,33,181,false
574,653,1,false
257,469,35,false
426,69,31,false
450,585,9,false
694,693,26,false
136,135,146,false
164,34,181,false
486,498,15,false
573,519,8,false
488,480,13,false
569,387,11,false
473,499,20,false
497,486,14,false
634,643,3,false
127,448,54,false
113,112,32,false
205,206,40,false
626,89,88,false
30,82,69,false
89,90,75,false
173,144,33,false
689,196,24,false
710,711,3,false
463,473,26,false
320,432,49,false
356,330,14,false
433,447,60,false
552,546,10,false
525,629,11,false
562,47,128,false
23,133,35,false
258,212,147,false
456,460,13,false
704,705,3,false
472,460,15,false
187,229,53,false
503,476,18,false
547,549,3,false
186,300,12,false
408,51,22,false
265,138,32,false
698,349,30,false
19,151,40,false
15,16,42,false
638,633,2,false
545,488,6,false
539,618,4,false
179,220,73,false
650,637,5,false
639,636,2,false
391,309,29,false
570,43,2,false
314,231,49,false
442,299,42,false
138,27,57,false
460,493,8,false
409,9,18,false
229,304,105,false
666,676,37,false
285,281,32,false
147,23,33,false
313,672,19,false
51,52,51,false
329,440,80,false
221,41,109,false
719,720,2,false
533,531,15,false
171,270,105,false
322,323,66,false
78,79,147,false
253,301,21,false
343,344,20,false
121,120,54,false
462,481,12,false
175,210,19,false
713,714,3,false
357,345,19,false
483,485,17,false
96,97,64,false
414,322,8,false
614,608,20,false
144,682,39,false
352,264,28,false
402,403,16,false
221,561,2,false
355,336,13,false
561,197,144,false
605,601,56,false
534,532,3,false
420,422,3,false
608,611,39,false
609,596,5,false
229,230,147,false
270,431,60,false
101,189,68,false
378,623,13,false
406,685,2,false
577,631,14,false
374,398,9,false
144,172,6,false
424,176,16,false
150,192,13,false
377,189,57,false
293,230,106,false
500,468,13,false
389,390,5,false
150,149,37,false
321,56,74,false
246,178,51,false
375,373,15,false
251,118,37,false
44,569,3,false
679,45,11,false
523,130,97,false
571,572,29,false
232,287,106,false
175,174,31,false
504,670,51,false
508,58,13,false
441,162,267,false
552,380,51,false
154,155,62,false
294,149,55,false
405,18,29,false
482,502,13,false
400,31,55,false
190,91,69,false
111,110,75,false
506,346,62,false
77,4,35,false
255,172,105,false
575,528,3,false
358,359,12,false
238,139,106,false
172,171,26,false
649,520,12,false
139,76,106,false
669,673,21,false
592,600,6,false
49,50,50,false
577,522,3,false
380,588,26,false
585,586,2,false
86,87,90,false
516,538,6,false
36,564,52,false
263,352,31,false
44,45,148,false
372,479,14,false
94,30,70,false
692,180,11,false
720,721,2,false
138,160,32,false
220,221,31,false
151,408,31,false
373,399,34,false
541,384,2,false
479,477,14,false
238,239,147,false
153,152,149,false
93,94,71,false
17,39,77,false
678,245,97,false
653,654,3,false
396,397,49,false
374,101,57,false
323,327,15,false
673,668,7,false
200,201,105,false
121,368,10,false
521,523,7,false
370,379,26,false
65,289,52,false
135,122,74,false
656,664,6,false
652,640,5,false
115,116,38,false
132,133,53,false
257,207,139,false
476,490,7,false
645,652,5,false
260,161,148,false
537,234,11,false
465,491,26,false
233,202,148,false
292,286,147,false
89,351,97,false
514,128,33,false
67,68,73,false
559,220,2,false
303,107,105,false
177,391,8,false
55,28,36,false
478,465,40,false
79,316,139,false
333,360,15,false
342,343,17,false
579,521,8,false
663,661,4,false
600,599,6,false
571,237,36,false
671,667,38,false
305,368,25,false
278,203,149,false
339,421,6,false
58,59,56,false
239,19,66,false
542,199,145,false
612,589,157,false
457,456,15,false
599,601,21,false
54,136,57,false
359,332,13,false
506,669,12,false
269,170,105,false
59,157,92,false
363,454,1,false
556,72,145,false
691,198,44,false
106,242,100,false
187,428,11,false
636,527,4,false
684,686,41,false
256,134,52,false
493,469,22,false
103,104,85,false
332,333,12,false
589,247,21,false
120,119,50,false
148,236,106,false
234,206,139,false
632,642,2,false
145,263,70,false
393,570,10,false
114,134,62,false
536,234,16,false
469,470,14,false
279,694,16,false
462,473,7,false
495,547,44,false
291,304,63,false
208,213,35,false
155,100,57,false
459,543,6,false
146,578,93,false
204,259,74,false
257,688,53,false
7,78,52,false
276,295,63,false
522,513,5,false
524,634,5,false
127,126,140,false
167,168,193,false
650,611,24,false
107,401,104,false
223,276,77,false
218,296,38,false
183,182,68,false
49,566,46,false
699,158,40,false
627,645,4,false
201,312,106,false
490,478,39,false
163,164,97,false
234,256,54,false
338,439,25,false
206,207,54,false
526,129,16,false
498,501,13,false
176,244,51,false
304,249,147,false
392,393,86,false
411,19,9,false
708,709,2,false
325,418,4,false
590,602,59,false
578,308,12,false
513,518,17,false
520,631,15,false
619,526,2,false
706,707,3,false
371,372,26,false
171,170,34,false
630,627,7,false
130,200,75,false
712,713,3,false
370,372,15,false
109,108,74,false
290,291,31,false
672,508,36,false
474,459,16,false
37,13,32,false
537,534,4,false
112,111,41,false
380,483,6,false
563,46,20,false
211,17,32,false
521,413,11,false
669,666,8,false
20,530,44,false
129,523,9,false
249,227,105,false
491,458,24,false
531,534,14,false
665,662,5,false
717,718,2,false
365,366,4,false
675,672,6,false
81,166,184,false
107,266,106,false
432,512,26,false
532,529,8,false
475,464,8,false
640,621,5,false
551,385,3,false
213,214,9,false
140,239,106,false
38,105,103,false
165,81,140,false
702,175,53,false
595,592,6,false
589,603,156,false
162,626,42,false
660,505,32,false
349,342,20,false
444,420,31,false
709,710,3,false
272,121,65,false
24,86,41,false
251,55,57,false
56,433,22,false
637,636,5,false
216,179,36,false
670,671,6,false
306,309,41,false
481,456,20,false
329,444,9,false
32,102,192,false
590,566,24,false
594,678,16,false
159,160,37,false
242,297,99,false
219,540,106,false
137,54,19,false
667,655,19,false
693,258,99,false
8,409,12,false
11,278,38,false
557,26,73,false
211,271,127,false
483,468,11,false
276,8,36,false
584,587,3,false
560,221,2,false
308,593,28,false
479,497,13,false
126,208,20,false
292,293,105,false
454,581,2,false
124,250,40,false
547,385,9,false
45,568,12,false
98,99,192,false
511,657,17,false
495,544,12,false
74,75,149,false
695,540,2,false
62,63,147,false
485,494,11,false
130,394,11,false
501,481,20,false
308,516,140,false
544,491,22,false
683,173,10,false
625,147,33,false
262,145,67,false
375,100,79,false
500,496,5,false
489,487,15,false
617,646,9,false
701,702,5,false
1,407,14,false
629,515,7,false
628,573,9,false
8,277,110,false
367,703,16,false
703,704,4,false
509,505,43,false
217,248,36,false
463,475,7,false
28,265,57,false
582,580,2,false
605,537,35,false
381,382,25,false
376,423,71,false
604,595,6,false
546,548,7,false
496,471,5,false
598,609,4,false
337,353,14,false
671,510,51,false
707,708,2,false
651,639,27,false
71,556,2,false
185,1,112,false
676,675,46,false
149,567,147,false
611,610,39,false
301,209,55,false
715,716,3,false
478,475,11,false
376,375,69,false
633,517,4,false
510,329,65,false
194,193,42,false
368,273,19,false
177,367,12,false
163,441,11,false
404,217,61,false
415,513,26,false
553,552,6,false
196,690,61,false
72,73,64,false
223,681,9,false
361,331,11,false
452,451,7,false
21,22,32,false
303,311,53,false
644,574,5,false
565,235,105,false
413,419,5,false
454,426,65,false
464,492,18,false
646,645,16,false
57,442,13,false
363,364,277,false
680,224,7,false
543,384,21,false
29,204,147,false
549,550,7,false
461,462,8,false
124,125,53,false
154,700,18,false
661,669,8,false
446,444,81,false
518,528,5,false
311,292,94,false
189,186,85,false
336,337,14,false
596,155,57,false
222,559,50,false
369,389,49,false
40,310,43,false
427,226,10,false
22,23,51,false
5,6,8,false
699,657,45,false
326,521,3,false
108,292,105,false
529,536,10,false
448,503,22,false
641,635,30,false
237,567,107,false
92,35,180,false
164,300,68,false
181,180,146,false
225,427,42,false
471,494,13,false
657,659,8,false
330,361,11,false
648,641,14,false
236,237,73,false
143,142,147,false
286,285,115,false
687,579,47,false
354,420,11,false
383,129,8,false
195,194,9,false
296,106,29,false
540,384,107,false
309,272,69,false
287,286,105,false
395,132,6,false
315,279,14,false
421,354,7,false
82,95,67,false
287,293,147,false
254,326,55,false
492,470,16,false
147,200,106,false
385,71,106,false
635,638,5,false
388,275,14,false
685,14,38,false
235,124,32,false
448,449,139,false
513,417,11,false
189,163,67,false
445,57,14,false
2,3,7,false
647,628,2,false
207,449,52,false
191,164,59,false
568,218,27,false
485,382,9,false
119,178,31,false
248,249,106,false
625,624,10,false
69,127,52,false
288,289,56,false
25,26,46,false
690,197,13,false
66,67,35,false
431,38,50,false
360,347,27,false
566,205,66,false
139,138,147,false
87,88,50,false
===========END LINKS============

VERTICES
Line Format:x,y
-122.4157663,37.7892927
-122.4156966,37.7889497
-122.4157697,37.7889396
-122.4167634,37.7878678
-122.4164834,37.7879024
-122.4164947,37.7879697
-122.4179043,37.7880399
-122.4159707,37.7902019
-122.4160147,37.7904565
-122.417506,37.790005
-122.418417,37.789886
-122.399635,37.7807911
-122.4164672,37.7911146
-122.4165498,37.7915422
-122.4052807,37.7890162
-122.4048152,37.7890764
-122.4058,37.791778
-122.4159885,37.7857756
-122.4163329,37.7857302
-122.402632,37.789023
-122.4097895,37.78667
-122.4094327,37.7867157
-122.4093353,37.7862646
-122.3979372,37.7870271
-122.4079071,37.789872
-122.4079819,37.7902736
-122.412723,37.7877436
-122.4127818,37.7880233
-122.430356,37.788368
-122.4088393,37.7784094
-122.4097034,37.7817636
-122.4092587,37.7814094
-122.4087215,37.7809779
-122.4081852,37.7805494
-122.4071627,37.7797361
-122.4160203,37.7906923
-122.4161156,37.7911611
-122.4044389,37.7926516
-122.4059423,37.7924586
-122.4075343,37.7922583
-122.4091894,37.7920516
-122.410818,37.791835
-122.4124603,37.7916331
-122.4141073,37.7914214
-122.4157641,37.791208
-122.4174091,37.7909956
-122.4190672,37.7907971
-122.4206927,37.7905799
-122.4053635,37.7867699
-122.405449,37.7872127
-122.4156751,37.7854571
-122.4157652,37.7859055
-122.4157681,37.7859219
-122.4123333,37.787793
-122.4123885,37.7880725
-122.4004765,37.785012
-122.4020414,37.7862613
-122.4025729,37.7866798
-122.403019,37.7870311
-122.4031327,37.7894318
-122.4037705,37.7893445
-122.4005431,37.7902607
-122.40219,37.790039
-122.402552,37.7899951
-122.4038661,37.789826
-122.404208,37.789783
-122.40459,37.789735
-122.4054045,37.7896204
-122.4069861,37.7894295
-122.407752,37.789333
-122.4086152,37.7892267
-122.410257,37.7890141
-122.410967,37.788924
-122.411886,37.788808
-122.4135496,37.7886003
-122.415185,37.788388
-122.416827,37.788178
-122.418482,37.7879665
-122.4201286,37.7877531
-122.4119409,37.7800112
-122.4104014,37.7787847
-122.409388,37.7779762
-122.401997,37.789103
-122.40238,37.790969
-122.3960285,37.7885423
-122.3982588,37.786773
-122.3989843,37.7862063
-122.3993791,37.7858875
-122.4027076,37.7832509
-122.4032994,37.7827765
-122.4049417,37.7814932
-122.4057232,37.7808758
-122.4077053,37.7792988
-122.4082752,37.7788519
-122.409923,37.777553
-122.410506,37.777092
-122.411014,37.77669
-122.4116146,37.7762143
-122.4131572,37.7749964
-122.4047815,37.7849352
-122.4070353,37.7831569
-122.4077078,37.7826157
-122.4071995,37.7832877
-122.4078823,37.782755
-122.4046147,37.7935605
-122.4159449,37.7921285
-122.412221,37.782073
-122.413866,37.781863
-122.4146949,37.7817573
-122.415505,37.781654
-122.416341,37.781549
-122.416799,37.781491
-122.4171479,37.7814468
-122.4043719,37.7888027
-122.411728,37.790178
-122.412154,37.790124
-122.4114126,37.788534
-122.411819,37.78848
-122.4078669,37.7902904
-122.4079632,37.7907293
-122.40806,37.791205
-122.4099416,37.7874277
-122.410505,37.7873568
-122.411572,37.78722
-122.410984,37.787295
-122.4053103,37.7891606
-122.406881,37.7889748
-122.4084593,37.7843061
-122.408525,37.7844609
-122.4086783,37.7853928
-122.4087239,37.7855454
-122.4088432,37.7858475
-122.4089518,37.7863135
-122.4036784,37.7888918
-122.4100713,37.7880801
-122.4116993,37.7878735
-122.4125426,37.7877665
-122.4133539,37.7876635
-122.4149952,37.7874552
-122.4166393,37.7872465
-122.4169902,37.787202
-122.4182969,37.7870355
-122.4199353,37.7868235
-122.4044,37.790713
-122.4011758,37.7820253
-122.4064095,37.7866373
-122.4097011,37.7862181
-122.4121475,37.7859095
-122.4146191,37.7855916
-122.4150247,37.78554
-122.416261,37.7853825
-122.4179073,37.7851767
-122.4195687,37.7849636
-122.4047389,37.7856826
-122.4052362,37.7852963
-122.4074948,37.7835213
-122.40229,37.787618
-122.4039265,37.786319
-122.4128873,37.7874389
-122.413295,37.787384
-122.428712,37.788577
-122.4037348,37.7840738
-122.4059611,37.7823053
-122.4067319,37.7816914
-122.4092889,37.7796714
-122.41187,37.777619
-122.4126251,37.7770197
-122.4141714,37.7758023
-122.402743,37.7909241
-122.4036824,37.790805
-122.4040533,37.7907572
-122.4043413,37.7907214
-122.404767,37.790667
-122.405267,37.790604
-122.4056083,37.7905664
-122.4063509,37.7904762
-122.4071252,37.7903805
-122.4075227,37.7903343
-122.4088075,37.7901721
-122.4104445,37.7899569
-122.412076,37.78974
-122.4137406,37.7895472
-122.4144997,37.7894474
-122.4153789,37.7893409
-122.417017,37.78911
-122.4071777,37.7821926
-122.4128748,37.7853291
-122.4139367,37.7851984
-122.4064956,37.7827293
-122.4054874,37.7819275
-122.4062621,37.7813142
-122.4150496,37.7856488
-122.4053365,37.7910956
-122.405411,37.791461
-122.405441,37.791536
-122.4107575,37.7915308
-122.4106282,37.7908804
-122.4105305,37.7903891
-122.4098859,37.7871475
-122.4095147,37.7852809
-122.409331,37.7843568
-122.4193702,37.7840334
-122.4205068,37.789624
-122.432003,37.788159
-122.404972,37.787418
-122.4050454,37.7877666
-122.4051326,37.7882384
-122.4053464,37.7893294
-122.4055094,37.7901017
-122.4055985,37.7907308
-122.405742,37.791498
-122.425423,37.788995
-122.4057286,37.7892786
-122.4057135,37.7892047
-122.4082036,37.7899238
-122.4087441,37.7898566
-122.410701,37.782896
-122.415829,37.7915448
-122.4078667,37.7854956
-122.4089391,37.7908164
-122.4089978,37.7910906
-122.4083673,37.7908911
-122.414705,37.790363
-122.414643,37.790033
-122.4123011,37.7854387
-122.4128816,37.785367
-122.41114,37.785075
-122.412214,37.784938
-122.412782,37.784866
-122.41443,37.784657
-122.414778,37.784613
-122.416072,37.784449
-122.4177156,37.7842349
-122.4034917,37.787963
-122.411516,37.78694
-122.4123458,37.7868458
-122.4131602,37.7867431
-122.414807,37.78652
-122.416449,37.78631
-122.4180963,37.786105
-122.4047923,37.79446
-122.416113,37.793014
-122.416473,37.794777
-122.4064367,37.7909234
-122.4029056,37.7880937
-122.4074318,37.7898904
-122.410551,37.7823114
-122.410765,37.783214
-122.4109535,37.7841481
-122.411642,37.787567
-122.4117557,37.7881515
-122.412266,37.790673
-122.4046762,37.7902135
-122.407854,37.784631
-122.404525,37.791652
-122.4035865,37.7884348
-122.406683,37.788033
-122.423781,37.789203
-122.432826,37.788055
-122.4270575,37.7887873
-122.4042562,37.7844896
-122.4017033,37.7824473
-122.4006212,37.7815816
-122.4001585,37.7812114
-122.4134116,37.7879446
-122.412024,37.781136
-122.4136759,37.7809326
-122.4153225,37.7807118
-122.4038806,37.7917332
-122.4042404,37.7916884
-122.4071633,37.7913278
-122.4073403,37.7913044
-122.408379,37.791165
-122.410998,37.790833
-122.4139063,37.7904577
-122.4155691,37.7902533
-122.417205,37.790045
-122.418843,37.78983
-122.4222174,37.7894028
-122.433647,37.78795
-122.4173378,37.7823794
-122.4175274,37.7833106
-122.4047092,37.7940212
-122.412219,37.787497
-122.416983,37.78242
-122.415694,37.782585
-122.4158826,37.783514
-122.40334,37.790362
-122.403958,37.790283
-122.4132462,37.78358
-122.4132991,37.7838481
-122.414054,37.782794
-122.4142422,37.783725
-122.414521,37.785105
-122.415683,37.7908113
-122.415895,37.7918735
-122.416292,37.793892
-122.4154947,37.78594
-122.4024939,37.7859288
-122.4072704,37.7821197
-122.4049036,37.7901848
-122.4060454,37.790035
-122.412412,37.783004
-122.4125958,37.7839368
-122.4082165,37.7914097
-122.4067542,37.7907565
-122.411091,37.791298
-122.4062293,37.7857136
-122.4072142,37.7906982
-122.4076128,37.7926346
-122.413003,37.782928
-122.4091447,37.78342
-122.402912,37.7862574
-122.4146872,37.7841791
-122.4220632,37.7894205
-122.4216863,37.7875696
-122.4214926,37.7866305
-122.4211141,37.7847643
-122.4011912,37.7844482
-122.4020251,37.783786
-122.3998839,37.7854778
-122.4079993,37.7841733
-122.4074673,37.7845825
-122.4079393,37.7853958
-122.407806,37.7846852
-122.4084674,37.7845647
-122.4075819,37.7846771
-122.4077364,37.7854181
-122.4035159,37.7851231
-122.4030429,37.7845016
-122.4028198,37.7844473
-122.4024593,37.7845084
-122.4023563,37.7845694
-122.4019181,37.7850313
-122.402201,37.7852565
-122.4025623,37.7852817
-122.4027168,37.7852681
-122.403,37.7851121
-122.4030739,37.7850603
-122.4032135,37.7847777
-122.4031888,37.7846915
-122.4023563,37.7842845
-122.4022018,37.7843727
-122.4020301,37.7844813
-122.4017726,37.7847458
-122.4032648,37.7853211
-122.4020816,37.7848611
-122.4026082,37.7858369
-122.4025156,37.7841639
-122.4018625,37.7839145
-122.4019328,37.782633
-122.4003767,37.7813871
-122.4028541,37.7852139
-122.4031522,37.7849714
-122.4024164,37.7852681
-122.4031373,37.7845966
-122.4018928,37.7846101
-122.4027168,37.7844473
-122.402588,37.7844609
-122.4022447,37.7846644
-122.4029313,37.7844677
-122.3974858,37.7873803
-122.4071408,37.7902834
-122.407644,37.7927384
-122.4069388,37.789823
-122.4069683,37.7898369
-122.4069992,37.7903953
-122.4081662,37.7911917
-122.4069865,37.7898697
-122.4073307,37.7874846
-122.4075403,37.7876869
-122.4074938,37.7874644
-122.4055331,37.7843449
-122.4065796,37.783514
-122.4054171,37.7844368
-122.4048687,37.7839997
-122.4060413,37.7830859
-122.4099309,37.7862894
-122.4073759,37.787709
-122.4077621,37.7883732
-122.4073845,37.7881973
-122.4074263,37.7884158
-122.4085103,37.7843973
-122.4082344,37.7873727
-122.4084156,37.7882903
-122.4025674,37.7878324
-122.4140818,37.7913071
-122.4139197,37.7905753
-122.4070708,37.7903017
-122.4070927,37.7903431
-122.4071606,37.790446
-122.4122697,37.79078
-122.4124252,37.7915354
-122.408697,37.7854818
-122.4088298,37.7858008
-122.410706,37.7884834
-122.4101645,37.7885486
-122.406509,37.7835702
-122.405805,37.7845602
-122.4101384,37.782111
-122.4110566,37.7822308
-122.4108769,37.7822817
-122.4107058,37.7823142
-122.4106106,37.7823534
-122.4159343,37.7855191
-122.4164912,37.7912266
-122.4157455,37.7891766
-122.4159167,37.7854263
-122.4159893,37.7903026
-122.4166459,37.7878826
-122.416232,37.7857435
-122.4150791,37.7857823
-122.4084425,37.7844462
-122.4080605,37.7841331
-122.4083948,37.7843589
-122.4084233,37.784386
-122.4081049,37.7841335
-122.4078114,37.7846575
-122.4084358,37.7844079
-122.4031943,37.7848809
-122.4031165,37.785019
-122.4032049,37.7848607
-122.4054378,37.7835562
-122.4065233,37.7904559
-122.4067558,37.7904263
-122.4070381,37.7896985
-122.4127703,37.7853808
-122.4129929,37.7853145
-122.4028455,37.7889962
-122.4030303,37.7899326
-122.4043467,37.7922171
-122.4024182,37.7834778
-122.4006494,37.7848738
-122.411803,37.7845541
-122.4118967,37.7849785
-122.4100379,37.7874155
-122.4105863,37.7810859
-122.4062127,37.7812643
-122.4031964,37.7852693
-122.4041567,37.784618
-122.4058793,37.7823778
-122.402156,37.7861952
-122.4027044,37.7856595
-122.4034481,37.7850721
-122.4020948,37.7861429
-122.4040917,37.7845594
-122.4011256,37.7844997
-122.406771,37.788499
-122.405221,37.788694
-122.4072297,37.7903683
-122.4072556,37.7902944
-122.4071816,37.7903039
-122.4072535,37.7902791
-122.4071413,37.7902763
-122.3964841,37.7881791
-122.4072535,37.7877558
-122.4072289,37.7876237
-122.4079164,37.7876695
-122.4081274,37.7875888
-122.4071126,37.7877741
-122.4074059,37.787842
-122.4074919,37.7878315
-122.4076135,37.7880508
-122.4074574,37.788071
-122.4080046,37.7880963
-122.4069626,37.7877894
-122.4068302,37.7877168
-122.4076778,37.7882849
-122.4070736,37.7879787
-122.4072283,37.7879572
-122.4075146,37.7881981
-122.4070877,37.7876416
-122.4075625,37.7878217
-122.4079733,37.7876619
-122.4075361,37.7880609
-122.4070454,37.788224
-122.4076678,37.7875686
-122.407558,37.7881563
-122.4076494,37.7874451
-122.4080659,37.7881007
-122.4074689,37.7877277
-122.4070631,37.7875177
-122.4077035,37.7883807
-122.4072067,37.7878667
-122.407518,37.7884042
-122.4078072,37.7875485
-122.4078288,37.7880232
-122.4081821,37.788162
-122.4078018,37.7878919
-122.4071224,37.788213
-122.4079586,37.7878743
-122.4072603,37.7880951
-122.4070332,37.7877844
-122.4074981,37.7883082
-122.4083288,37.7878267
-122.4075652,37.7881874
-122.4077864,37.7874281
-122.4078329,37.7876804
-122.4077816,37.7877936
-122.4076135,37.7881831
-122.4076906,37.7876989
-122.4072054,37.7875001
-122.4069322,37.7883548
-122.4032563,37.7862078
-122.4035358,37.7859175
-122.402768,37.7857093
-122.4030936,37.7861167
-122.4024758,37.7866027
-122.4031991,37.7861943
-122.40403,37.7855328
-122.4031065,37.7861863
-122.4026235,37.7833168
-122.4081922,37.7841982
-122.4082072,37.784092
-122.408616,37.7842469
-122.407789,37.7855054
-122.4078003,37.7845847
-122.408331,37.7840952
-122.407905,37.7844974
-122.4082484,37.7843248
-122.4084638,37.7845428
-122.4081542,37.7842261
-122.4085384,37.7845361
-122.4083636,37.7844696
-122.4084825,37.784139
