%
% This is a file generated by the Open Source, Arc-Routing Library (OAR Lib).
% For more information on OAR Lib, or the format please visit: 
% https://github.com/Olibear/ArcRoutingLibrary 
%

================================
Format: OAR Lib
Graph Type:UNDIRECTED
Problem Type:TRUCK_AND_DRONE
Fleet Size (k):10
Number of Depots:SINGLE_DEPOT
Alpha:0.75
Drones Per Vehicle (l):8
Drone Flight Duration (t_drone):40
Truck Capacity (cap_truck):60
Depot ID(s) (d):113
N:225.0
M:299
================================

LINKS
Line Format:V1,V2,COST,REQUIRED
192,177,6,false
167,166,13,false
39,38,18,false
39,24,4,false
113,112,18,false
62,47,14,false
174,173,10,false
121,106,3,false
108,93,21,false
33,32,23,false
53,52,7,false
149,148,21,false
90,89,13,false
171,170,10,false
181,166,23,false
9,8,13,false
177,176,9,false
82,81,29,false
124,109,19,false
6,5,13,false
85,84,15,false
222,221,12,false
154,153,9,false
132,117,3,false
105,104,1,false
164,149,9,false
150,149,13,false
60,59,25,false
225,224,14,false
65,64,11,false
218,217,13,false
218,203,30,false
74,73,22,false
158,143,17,false
50,35,3,false
222,207,13,false
135,120,22,false
29,28,10,false
48,47,4,false
179,164,7,false
79,78,3,false
116,101,11,false
87,86,1,false
204,189,14,false
68,67,29,false
132,131,5,false
139,138,8,false
62,61,9,false
146,131,20,false
162,161,8,false
52,51,4,false
210,195,25,false
47,32,5,false
102,87,20,false
88,87,6,false
43,42,28,false
70,55,22,false
89,74,7,false
61,46,26,false
73,58,8,false
143,142,3,false
213,212,3,false
186,171,20,false
12,11,12,false
25,10,6,false
129,128,30,false
80,65,29,false
89,88,24,false
224,223,14,false
37,36,8,false
196,181,14,false
109,94,23,false
171,156,30,false
33,18,11,false
57,56,7,false
182,181,5,false
220,219,19,false
46,31,7,false
92,77,11,false
128,113,22,false
193,192,4,false
208,207,19,false
198,197,9,false
20,5,24,false
87,72,23,false
43,28,15,false
92,91,19,false
143,128,22,false
151,136,13,false
===========END LINKS============

VERTICES
Line Format:x,y
0.0,0.0
7.142857142857143,0.0
14.285714285714286,0.0
21.42857142857143,0.0
28.571428571428573,0.0
35.714285714285715,0.0
42.85714285714286,0.0
50.0,0.0
57.142857142857146,0.0
64.28571428571429,0.0
71.42857142857143,0.0
78.57142857142857,0.0
85.71428571428572,0.0
92.85714285714286,0.0
100.0,0.0
0.0,7.142857142857143
7.142857142857143,7.142857142857143
14.285714285714286,7.142857142857143
21.42857142857143,7.142857142857143
28.571428571428573,7.142857142857143
35.714285714285715,7.142857142857143
42.85714285714286,7.142857142857143
50.0,7.142857142857143
57.142857142857146,7.142857142857143
64.28571428571429,7.142857142857143
71.42857142857143,7.142857142857143
78.57142857142857,7.142857142857143
85.71428571428572,7.142857142857143
92.85714285714286,7.142857142857143
100.0,7.142857142857143
0.0,14.285714285714286
7.142857142857143,14.285714285714286
14.285714285714286,14.285714285714286
21.42857142857143,14.285714285714286
28.571428571428573,14.285714285714286
35.714285714285715,14.285714285714286
42.85714285714286,14.285714285714286
50.0,14.285714285714286
57.142857142857146,14.285714285714286
64.28571428571429,14.285714285714286
71.42857142857143,14.285714285714286
78.57142857142857,14.285714285714286
85.71428571428572,14.285714285714286
92.85714285714286,14.285714285714286
100.0,14.285714285714286
0.0,21.42857142857143
7.142857142857143,21.42857142857143
14.285714285714286,21.42857142857143
21.42857142857143,21.42857142857143
28.571428571428573,21.42857142857143
35.714285714285715,21.42857142857143
42.85714285714286,21.42857142857143
50.0,21.42857142857143
57.142857142857146,21.42857142857143
64.28571428571429,21.42857142857143
71.42857142857143,21.42857142857143
78.57142857142857,21.42857142857143
85.71428571428572,21.42857142857143
92.85714285714286,21.42857142857143
100.0,21.42857142857143
0.0,28.571428571428573
7.142857142857143,28.571428571428573
14.285714285714286,28.571428571428573
21.42857142857143,28.571428571428573
28.571428571428573,28.571428571428573
35.714285714285715,28.571428571428573
42.85714285714286,28.571428571428573
50.0,28.571428571428573
57.142857142857146,28.571428571428573
64.28571428571429,28.571428571428573
71.42857142857143,28.571428571428573
78.57142857142857,28.571428571428573
85.71428571428572,28.571428571428573
92.85714285714286,28.571428571428573
100.0,28.571428571428573
0.0,35.714285714285715
7.142857142857143,35.714285714285715
14.285714285714286,35.714285714285715
21.42857142857143,35.714285714285715
28.571428571428573,35.714285714285715
35.714285714285715,35.714285714285715
42.85714285714286,35.714285714285715
50.0,35.714285714285715
57.142857142857146,35.714285714285715
64.28571428571429,35.714285714285715
71.42857142857143,35.714285714285715
78.57142857142857,35.714285714285715
85.71428571428572,35.714285714285715
92.85714285714286,35.714285714285715
100.0,35.714285714285715
0.0,42.85714285714286
7.142857142857143,42.85714285714286
14.285714285714286,42.85714285714286
21.42857142857143,42.85714285714286
28.571428571428573,42.85714285714286
35.714285714285715,42.85714285714286
42.85714285714286,42.85714285714286
50.0,42.85714285714286
57.142857142857146,42.85714285714286
64.28571428571429,42.85714285714286
71.42857142857143,42.85714285714286
78.57142857142857,42.85714285714286
85.71428571428572,42.85714285714286
92.85714285714286,42.85714285714286
100.0,42.85714285714286
0.0,50.0
7.142857142857143,50.0
14.285714285714286,50.0
21.42857142857143,50.0
28.571428571428573,50.0
35.714285714285715,50.0
42.85714285714286,50.0
50.0,50.0
57.142857142857146,50.0
64.28571428571429,50.0
71.42857142857143,50.0
78.57142857142857,50.0
85.71428571428572,50.0
92.85714285714286,50.0
100.0,50.0
0.0,57.142857142857146
7.142857142857143,57.142857142857146
14.285714285714286,57.142857142857146
21.42857142857143,57.142857142857146
28.571428571428573,57.142857142857146
35.714285714285715,57.142857142857146
42.85714285714286,57.142857142857146
50.0,57.142857142857146
57.142857142857146,57.142857142857146
64.28571428571429,57.142857142857146
71.42857142857143,57.142857142857146
78.57142857142857,57.142857142857146
85.71428571428572,57.142857142857146
92.85714285714286,57.142857142857146
100.0,57.142857142857146
0.0,64.28571428571429
7.142857142857143,64.28571428571429
14.285714285714286,64.28571428571429
21.42857142857143,64.28571428571429
28.571428571428573,64.28571428571429
35.714285714285715,64.28571428571429
42.85714285714286,64.28571428571429
50.0,64.28571428571429
57.142857142857146,64.28571428571429
64.28571428571429,64.28571428571429
71.42857142857143,64.28571428571429
78.57142857142857,64.28571428571429
85.71428571428572,64.28571428571429
92.85714285714286,64.28571428571429
100.0,64.28571428571429
0.0,71.42857142857143
7.142857142857143,71.42857142857143
14.285714285714286,71.42857142857143
21.42857142857143,71.42857142857143
28.571428571428573,71.42857142857143
35.714285714285715,71.42857142857143
42.85714285714286,71.42857142857143
50.0,71.42857142857143
57.142857142857146,71.42857142857143
64.28571428571429,71.42857142857143
71.42857142857143,71.42857142857143
78.57142857142857,71.42857142857143
85.71428571428572,71.42857142857143
92.85714285714286,71.42857142857143
100.0,71.42857142857143
0.0,78.57142857142857
7.142857142857143,78.57142857142857
14.285714285714286,78.57142857142857
21.42857142857143,78.57142857142857
28.571428571428573,78.57142857142857
35.714285714285715,78.57142857142857
42.85714285714286,78.57142857142857
50.0,78.57142857142857
57.142857142857146,78.57142857142857
64.28571428571429,78.57142857142857
71.42857142857143,78.57142857142857
78.57142857142857,78.57142857142857
85.71428571428572,78.57142857142857
92.85714285714286,78.57142857142857
100.0,78.57142857142857
0.0,85.71428571428572
7.142857142857143,85.71428571428572
14.285714285714286,85.71428571428572
21.42857142857143,85.71428571428572
28.571428571428573,85.71428571428572
35.714285714285715,85.71428571428572
42.85714285714286,85.71428571428572
50.0,85.71428571428572
57.142857142857146,85.71428571428572
64.28571428571429,85.71428571428572
71.42857142857143,85.71428571428572
78.57142857142857,85.71428571428572
85.71428571428572,85.71428571428572
92.85714285714286,85.71428571428572
100.0,85.71428571428572
0.0,92.85714285714286
7.142857142857143,92.85714285714286
14.285714285714286,92.85714285714286
21.42857142857143,92.85714285714286
28.571428571428573,92.85714285714286
35.714285714285715,92.85714285714286
42.85714285714286,92.85714285714286
50.0,92.85714285714286
57.142857142857146,92.85714285714286
64.28571428571429,92.85714285714286
71.42857142857143,92.85714285714286
78.57142857142857,92.85714285714286
85.71428571428572,92.85714285714286
92.85714285714286,92.85714285714286
100.0,92.85714285714286
0.0,100.0
7.142857142857143,100.0
14.285714285714286,100.0
21.42857142857143,100.0
28.571428571428573,100.0
35.714285714285715,100.0
42.85714285714286,100.0
50.0,100.0
57.142857142857146,100.0
64.28571428571429,100.0
71.42857142857143,100.0
78.57142857142857,100.0
85.71428571428572,100.0
92.85714285714286,100.0
100.0,100.0
===========END VERTICES============
